region,tc,cres,csor,area,pop,alt,sea,pden,urb,d_fee,sample,organic,paper,glass,wood,metal,plastic,texile,wage
Campania,118.1999969482422,34.02999877929688,96.04000091552734,2.079999923706055,4675,2.0,1.0,111.8811874389648,2.0,0,0,18.26424472070321,5.449993541204043,5.475213601609163,3.349094218240364,0.290061450830109,1.84592388462745,0.5716235816056651,9.249677658081056
Toscana,118.1999969482422,34.02999877929688,27.14999961853027,13.32999992370605,3826,2.0,1.0,287.0217590332031,3.0,0,1,4.086669897160498,4.287671350248046,1.612263944674144,2.98233605323143,1.719365287296575,1.838112909250097,0.158668655736935,9.555593490600586
Veneto,111.629997253418,30.3700008392334,61.72999954223633,38.0,4739,2.0,0.0,124.7105255126953,3.0,0,1,35.73732885774512,11.46226479848255,12.00370935438015,3.775342639539843,2.388595108064059,3.298513560019257,1.29344747536019,9.21937656402588
Friuli_Venezia_Giulia,118.1999969482422,34.02999877929688,33.38999938964844,15.71000003814697,6447,2.0,1.0,410.3755493164063,2.0,0,1,6.309505042426382,6.431835420940596,10.55807297877415,4.195334506079427,0.3285942191839185,0.0267366201590296,0.6784584262669225,9.719749450683594
Friuli_Venezia_Giulia,118.1999969482422,105.1100006103516,101.0,14.07999992370605,8462,2.0,1.0,70.79986572265625,2.0,0,1,14.44720245035429,11.06522488549941,9.59534488966946,3.917803891069497,1.325130522043403,5.457730556964405,0.407641943321806,9.70213508605957
Veneto,118.1999969482422,115.2099990844727,33.38999938964844,44.70999908447266,13162,2.0,1.0,294.3860473632813,3.0,0,1,15.04465832418244,7.349333784369833,9.042535801451807,2.519429033171293,1.565430115040091,2.629730146444194,0.2655528952881984,9.56623077392578
Veneto,136.0399932861328,24.04000091552734,62.81999969482422,22.10000038146973,6213,2.0,0.0,281.1312255859375,3.0,0,1,34.72318993490335,15.04190472398622,14.34917285449804,4.569346843708319,1.924637377548057,3.965441044731551,0.2368960643401748,9.608136177062988
Sardegna,256.5499877929688,29.68000030517578,83.83000183105469,14.07999992370605,8026,2.0,1.0,62.69332885742188,2.0,0,0,1.744613884263019,16.00956813936857,12.43356764379988,2.506044564062256,0.9790856034645458,9.165128258526806,1.019162680416971,9.229122161865234
Veneto,267.3399963378906,99.30999755859376,63.18000030517578,14.07999992370605,2883,2.0,1.0,264.674560546875,2.0,0,1,3.408813497709973,11.12166946775505,12.12384188133298,6.730438098865589,1.875712762334204,3.572093581921553,0.8582366116346946,9.44731330871582
Toscana,118.1999969482422,34.02999877929688,33.38999938964844,9.1899995803833,7660,2.0,1.0,833.5147094726562,2.0,0,1,2.800360396173945,10.86003431406504,9.270906042030925,0.921039210746057,1.007328656126332,4.406185133058344,0.1724551987559249,10.02400016784668
Emilia_Romagna,278.989990234375,34.02999877929688,88.31999969482422,45.15999984741211,2883,2.0,1.0,562.7103881835938,2.0,0,1,7.932403844964309,7.982599712097868,5.53371388925314,2.356849677634109,0.5753218432694945,3.189469249336198,1.05855571852373,9.589092254638672
Lazio,118.1999969482422,84.9000015258789,33.38999938964844,29.20000076293945,2883,2.0,1.0,711.0274047851562,2.0,0,0,2.86656911760477,8.322816499349235,10.33292779497459,2.228668670381433,0.6741527566053723,1.815220282366538,0.714770318798077,9.47393798828125
Abruzzo,211.1999969482422,100.1800003051758,71.97000122070312,20.6299991607666,15401,2.0,1.0,746.5341796875,2.0,0,0,2.278858066584848,10.55830998013428,9.433603088263066,5.349482173479514,0.1610267922481508,1.060533454906944,0.843373262295334,9.236328125
Toscana,118.1999969482422,34.02999877929688,33.38999938964844,55.79000091552734,4553,2.0,1.0,81.60960388183594,3.0,0,1,22.54178199431257,11.59073986162226,9.974936426014168,4.024459860907859,3.74531422295534,5.60831368913892,0.2553322659944828,8.809646606445312
Veneto,118.1999969482422,34.02999877929688,61.09999847412109,14.07999992370605,2883,2.0,1.0,628.440185546875,1.0,0,1,9.883840343230109,13.1836799033982,11.01326686697005,2.356982143005466,1.641519597401598,3.194883900441224,0.5782782517339258,9.79179573059082
Emilia_Romagna,215.7599945068359,45.75,45.59000015258789,14.07999992370605,8508,2.0,0.0,76.0865707397461,3.0,1,1,18.8206423825206,8.549021795836541,8.626584759414136,0.2474003412484275,0.7113951986784969,4.985321930409356,0.7691203554019397,9.357765197753906
Campania,118.1999969482422,88.08999633789062,56.81999969482422,8.140000343322754,2883,2.0,1.0,111.8811874389648,2.0,0,0,28.78005884465591,4.48199449947881,4.810239439908383,4.843793552858574,1.100508415235548,2.751307480300666,0.1867166415281664,9.87399196624756
Toscana,118.1999969482422,65.87999725341797,33.38999938964844,32.52999877929688,2883,2.0,1.0,111.8811874389648,2.0,0,1,21.15245146664182,10.07537343079144,7.450850194717024,5.404539420698029,1.119789305690647,4.180306083105891,0.4411508132535472,9.651617050170898
Liguria,118.1999969482422,117.3300018310547,91.93000030517578,36.81000137329102,5509,3.0,1.0,149.6604156494141,3.0,0,0,20.95339311849676,14.09743584296122,12.39627132511803,6.285188857501951,3.193893632913777,6.676980052123101,0.4970581979107752,9.70057773590088
Veneto,140.2400054931641,43.90000152587891,54.25,18.0,6843,3.0,0.0,380.1666564941406,2.0,0,1,43.45671999421625,13.5693481920618,11.31014841514929,0.5518058725715997,1.481027235264348,3.191571217582599,1.646953292321477,9.609413146972656
Liguria,248.8800048828125,36.91999816894531,47.25,51.40000152587891,2883,3.0,1.0,111.8811874389648,1.0,1,0,1.406059210815415,14.33877205952036,9.56499117345645,4.475283913278041,1.471938421203753,6.895658837105755,1.263778160049867,9.69956398010254
Abruzzo,179.1000061035156,63.22000122070313,28.22999954223633,23.11000061035156,2883,3.0,1.0,111.8811874389648,2.0,0,0,3.636123479142376,11.20426553691966,7.477409047418814,1.966085728247831,0.6054345480574995,6.857451102589529,0.8780004859987194,9.462967872619627
Toscana,225.0399932861328,51.11999893188477,67.7300033569336,14.07999992370605,2883,3.0,1.0,111.8811874389648,1.0,0,1,10.57398237254352,11.79130048313141,6.669041465943032,3.616431395807217,0.9194515341654356,5.016319170086563,0.1385877298622718,9.677013397216797
Sicilia,216.0200042724609,64.58000183105469,82.69000244140625,14.07999992370605,2883,3.0,1.0,253.5093078613281,1.0,0,0,1.586363171946169,11.45680901705908,6.905447386732308,2.002503533066154,0.4951330165015922,5.712587893941236,0.1981113321748691,9.22783088684082
Veneto,129.0599975585938,34.36999893188477,59.27000045776367,78.87999725341797,2883,3.0,1.0,515.2890625,2.0,1,1,1.133240375714305,15.06642041070712,13.15980009518568,2.347768009823123,2.190728993861541,3.810457975074645,0.5016220999429828,9.71226978302002
Emilia_Romagna,118.1999969482422,74.30000305175781,33.38999938964844,22.35000038146973,12252,3.0,1.0,548.1879272460938,2.0,1,1,24.99644778387784,10.4168019173233,6.912244376258955,4.394970399784699,0.6451400097305506,6.253340659983222,0.0080888013955619,9.532702445983888
Emilia_Romagna,239.1000061035156,55.54000091552734,51.72999954223633,22.70999908447266,2368,3.0,0.0,104.2712478637695,3.0,1,1,44.0714305435359,11.84999852431969,8.285706941314574,1.35191357654e-05,0.7517401127038938,5.274176641789553,0.7088025758713893,9.687407493591309
Veneto,109.5800018310547,34.43000030517578,41.11000061035156,70.0199966430664,6453,3.0,1.0,92.15938568115234,3.0,1,1,30.48293995965274,13.45501226971115,8.440659058770368,3.218147015568139,2.762376657768147,7.922880688862374,0.4849393548643604,9.472474098205566
Veneto,130.9499969482422,46.40999984741211,76.0199966430664,65.11000061035156,3175,3.0,1.0,48.76362991333008,3.0,0,1,45.14774570130305,11.84535315740186,8.105525937139408,2.11341789750335,1.699629451787963,8.111867838078915,1.89110271384404,9.483604431152344
Emilia_Romagna,225.7899932861328,47.20000076293945,45.34999847412109,14.07999992370605,12185,3.0,0.0,96.21762847900392,2.0,1,1,14.17026706364308,9.690884074873267,8.227341619680935,5.117715270626168,1.321329165203995,4.708028529170527,0.5016063047670067,9.586071968078612
Friuli_Venezia_Giulia,150.8600006103516,56.33000183105469,75.45999908447266,13.85000038146973,13022,3.0,1.0,111.8811874389648,2.0,0,1,25.04151833584945,9.941476875235216,8.847404819524288,6.277308510178631,1.493505658202918,6.91603945256157,0.5457057883677705,9.763699531555176
Emilia_Romagna,118.1999969482422,83.43000030517578,33.38999938964844,18.17000007629395,2883,3.0,1.0,111.8811874389648,2.0,0,1,32.09123215387738,9.833546673077931,7.15588017293507,3.171692483896826,0.5820218325390732,5.470717685371499,0.0860023957680805,9.504884719848633
Emilia_Romagna,237.0,48.81999969482422,48.79000091552734,14.07999992370605,12389,3.0,1.0,73.19075775146484,2.0,1,1,30.46287904418756,10.49729681009605,8.314636075580536,0.2689514669020465,0.6984626238735414,4.96328665623412,0.2312202505365199,9.591435432434082
Friuli_Venezia_Giulia,117.3099975585938,45.08000183105469,56.20000076293945,48.61999893188477,2969,3.0,1.0,61.06540679931641,3.0,0,1,38.05928676317476,8.662606583932565,6.632677896797817,3.586601726977465,0.4309381034657994,5.318041316570167,0.8664389583278775,9.605278968811035
Toscana,118.1999969482422,115.1600036621094,34.75,14.07999992370605,14705,3.0,1.0,64.83399963378906,3.0,0,1,3.377637445752081,6.232158203678342,2.637458908938576,0.119069568028764,0.4155549852301108,1.772693694830004,0.3548843257785483,9.564510345458984
Veneto,118.3600006103516,39.36999893188477,47.0,18.79999923706055,3400,3.0,0.0,180.85107421875,3.0,1,1,32.20857078703072,11.44530265273146,9.896257357792958,4.70981401813671,3.248380355708738,6.361899409172497,0.1997435017928701,9.423198699951172
Toscana,118.1999969482422,34.02999877929688,33.38999938964844,5.860000133514404,1946,3.0,1.0,332.0819091796875,3.0,0,1,28.91176541385789,12.74270328388046,10.03595774019874,5.156961209885685,2.492340210427859,5.561012960604668,0.6017792031984851,9.636335372924805
Veneto,113.5199966430664,30.04999923706055,63.56999969482422,87.58999633789062,6936,3.0,1.0,79.18712615966797,2.0,1,1,43.52493450101985,11.2979034852136,9.560022758135686,1.671387264567707,1.699853181558903,7.674301736530421,1.97071733016e-06,9.53562355041504
Veneto,101.9499969482422,28.23999977111816,60.61000061035156,23.61000061035156,10342,3.0,1.0,438.0347290039063,2.0,1,1,42.92405632085276,12.33652967012567,9.176536176153252,1.153400605809951,1.539248917152324,7.867751648009147,1.285195920277886,9.513881683349608
Liguria,118.1999969482422,61.34000015258789,33.38999938964844,9.880000114440918,8880,3.0,1.0,898.785400390625,2.0,0,0,19.19762258543834,10.00889451817451,8.665766721663305,4.321711204068393,0.8696999380902031,5.72666238297783,0.3155362727833299,9.696678161621094
Emilia_Romagna,171.4299926757813,61.84999847412109,66.19000244140625,14.07999992370605,2883,4.0,1.0,235.1447601318359,1.0,0,1,27.15415229503847,9.799096718583447,5.396418795008589,3.698302395221386,0.659973195019267,4.713972230151775,0.26844754318348,9.73500633239746
Lazio,122.6500015258789,63.7400016784668,41.81999969482422,14.07999992370605,13812,4.0,0.0,123.2114181518555,3.0,0,0,17.2407669553658,10.83995282817147,10.32631047152258,2.854663944211412,1.939524672069537,6.043792678798844,0.7475879524831532,9.184088706970217
Marche,128.8300018310547,39.84999847412109,66.41999816894531,3.849999904632568,2771,4.0,1.0,719.7402954101562,2.0,0,0,37.29464778126423,11.35107782868832,7.569912145101143,2.198299252472123,0.8977536259808421,6.306006945256044,0.74171594698762,9.387028694152832
Abruzzo,265.1700134277344,50.43999862670898,33.38999938964844,38.11000061035156,14631,4.0,1.0,383.9149780273438,2.0,0,0,7.231850883105021,8.587715892979139,6.213132603662184,7.136379491503527,0.8472657881800209,0.3925458249300849,0.4329927295110313,9.314129829406738
Toscana,118.1999969482422,34.02999877929688,33.38999938964844,14.07999992370605,7076,4.0,1.0,33.84026718139648,3.0,0,1,5.31889194857876,5.341759890562823,3.048884970377238,1.251822140864783,0.5992950632683682,2.16615236201249,0.130549696458118,9.685544013977053
Liguria,118.1999969482422,91.0500030517578,33.38999938964844,9.5600004196167,5353,4.0,1.0,559.9371948242188,2.0,0,0,31.1870510662712,10.11023456764426,10.12401352213823,7.1835259992747,2.853152404911288,3.909470509959106,0.4778658686208938,9.831635475158691
Emilia_Romagna,173.0800018310547,46.25,54.56000137329102,14.07999992370605,2883,4.0,0.0,71.01649475097656,3.0,0,1,22.51114061888985,12.60244376184574,5.367677584878274,4.192701893211606,0.5296700261433142,7.04264442187885,0.6975236963814094,9.607976913452148
Veneto,112.7699966430664,23.94000053405762,54.52000045776367,26.61000061035156,6465,4.0,1.0,242.9537658691406,3.0,1,1,38.46444440959743,14.31439857786192,6.672580362348694,4.02902296433678,2.71536995405422,6.980109169340778,0.9077986206796204,9.567546844482422
Veneto,122.7600021362305,45.43999862670898,45.38000106811523,44.86999893188477,11518,4.0,1.0,256.6971435546875,2.0,0,1,9.249033247701146,11.08256558541941,10.73738672504505,1.812686466740405,1.910145595856623,3.12695902901086,0.0424627230626331,9.567222595214844
Marche,221.4400024414063,43.0099983215332,24.11000061035156,25.40999984741211,2883,4.0,1.0,111.8811874389648,2.0,0,0,24.6382011721086,10.20433436163857,1.559634311121325,0.4208678785049873,0.4521457028044066,8.628098125503648,0.6140658224501965,9.532374382019045
Toscana,118.1999969482422,73.98999786376953,63.20999908447266,56.04999923706055,2883,4.0,1.0,383.21142578125,2.0,0,1,1.072856267296164,8.525291367466549,3.882833067404126,4.851062978797562,1.054056717914582,2.070076750454603,0.5039560838269808,9.563076972961426
Veneto,122.5400009155273,55.56000137329102,39.54000091552734,14.07999992370605,14816,4.0,0.0,105.4970092773438,2.0,0,1,15.51222146447124,12.59157122809595,12.41172945576604,2.805002215346211,2.038780305489459,3.46798469012121,0.7157272374417666,9.459285736083984
Marche,175.5899963378906,44.04999923706055,100.75,17.34000015258789,5378,4.0,1.0,310.1499328613281,2.0,0,0,15.25166242756915,7.329086813415028,2.672062900724229,0.4389817622618376,0.3523896558446604,6.695403461048548,1.761626937822971,9.468296051025392
Veneto,133.7899932861328,29.95999908447266,60.93000030517578,25.54999923706055,16215,4.0,1.0,634.6380004882812,2.0,1,1,1.879426242189449,15.41696930382878,7.198822965135755,2.939059783059625,1.706074942796585,6.826662448603448,0.3957761983211457,9.71017837524414
Toscana,118.1999969482422,82.27999877929688,33.38999938964844,48.02999877929688,11641,4.0,1.0,242.3693542480469,2.0,0,1,3.594658231479841,16.51604357788056,8.334041252166832,4.86189972823931,2.256491281779211,5.953911278269002,0.2464358958125132,9.688955307006836
Marche,161.5700073242188,39.0,71.63999938964844,18.1299991607666,2883,4.0,1.0,111.8811874389648,2.0,0,0,6.880428533226889,13.19379735807155,8.298741260138582,3.045340892256158,1.081792255236658,4.299038488406927,0.7335325158203023,9.38595962524414
Campania,118.1999969482422,101.5599975585938,105.5999984741211,59.84999847412109,2883,4.0,1.0,111.8811874389648,1.0,0,0,0.9986166987955072,9.16737720371246,7.034212659026871,0.7939672962599812,0.6417141622286994,3.875104258453154,0.0529759937074512,9.572670936584473
Liguria,118.1999969482422,83.88999938964844,33.38999938964844,13.47999954223633,11563,4.0,1.0,857.7893676757812,2.0,0,0,8.103730661398464,11.48858823970318,8.434565971199783,7.370708655234383,0.9300107255734432,7.649109563249652,0.3390780289929561,9.625207901000977
Liguria,221.9199981689453,73.8499984741211,43.0099983215332,65.31999969482422,2883,4.0,1.0,111.8811874389648,1.0,0,0,2.01687947679474,10.34072895607599,6.722575913301947,5.203167277774483,0.9824124155876534,4.129519430520182,0.570935570791386,9.744165420532228
Toscana,118.1999969482422,93.7699966430664,77.41999816894531,14.07999992370605,2883,4.0,1.0,463.9217529296875,1.0,0,1,35.49521711178809,11.47430788951879,6.396812401670501,3.445529345254728,1.021897094231719,4.525500056940197,0.0778337197929865,9.835785865783691
Veneto,109.6500015258789,30.28000068664551,60.45000076293945,21.29999923706055,12920,4.0,1.0,606.5728149414062,2.0,1,1,14.62871766266373,11.57226179709701,9.061568594235013,2.064553716543479,1.673627328192581,7.690867181918856,0.6385131009731335,9.573942184448242
Liguria,118.1999969482422,121.9300003051758,12.82999992370605,6.670000076293945,6004,4.0,1.0,900.14990234375,2.0,0,0,5.796374520702188,9.582196735558565,7.330926414255543,0.8543476646733976,0.7604853396509738,7.054085815103125,0.3336755117093936,8.93958854675293
Liguria,118.1999969482422,118.5599975585938,115.5699996948242,15.60999965667725,2890,4.0,1.0,185.1377410888672,3.0,0,0,22.20890942316312,8.850377547150295,8.794650553391028,4.253008309485225,2.151242974864669,5.358928386718615,0.2803589283867186,9.709668159484863
Abruzzo,207.6799926757813,74.81999969482422,45.56000137329102,34.33000183105469,2883,4.0,1.0,111.8811874389648,1.0,0,0,36.22481670188398,10.74284069946925,4.017028694201262,2.683320817032563,0.8641342908919953,3.665505218055243,0.5849896453004052,9.615603446960447
Veneto,100.4700012207031,32.95000076293945,39.34000015258789,22.27000045776367,2468,4.0,0.0,110.8217315673828,3.0,1,1,29.50943149833616,11.65849324555942,8.076645935792587,4.40968311378195,3.401355785173111,7.572832061264513,0.1667331267241721,9.503568649291992
Veneto,141.9900054931641,33.36000061035156,65.04000091552734,28.32999992370605,8199,4.0,1.0,289.4105224609375,2.0,1,1,38.90165832482691,11.77111348697635,6.586165477782357,4.119310309385351,1.852074845801084,7.350181935071701,0.1193586776126652,9.62375259399414
Friuli_Venezia_Giulia,107.629997253418,46.68000030517578,49.68000030517578,34.54999923706055,3008,5.0,1.0,87.0622329711914,3.0,0,1,30.86174792437082,8.215680948233798,7.559482497027544,4.390772380247759,1.113279001077018,6.657726506155161,0.7914032815724432,9.523090362548828
Liguria,124.9800033569336,34.02999877929688,33.38999938964844,2.529999971389771,453,5.0,1.0,179.0513916015625,3.0,0,0,25.60670720193361,12.70138600400317,10.87798633822371,0.5136145624834775,0.9018467464783414,6.897541447939877,0.9077986206796204,10.04674339294434
Friuli_Venezia_Giulia,97.45999908447266,39.54999923706055,50.79000091552734,28.36000061035156,2881,5.0,1.0,101.5867385864258,3.0,0,1,37.33271287367614,8.811029819406023,7.496143670880621,2.343958704962815,1.065696911202457,5.852715516374677,0.1793157134280683,9.575511932373049
Sicilia,118.1999969482422,70.0199966430664,33.38999938964844,84.52999877929688,7493,5.0,1.0,88.6430892944336,3.0,0,0,22.25178147268408,11.31031789932646,14.5969479061595,3.375394527055608,2.738164188331761,7.582728663000683,0.9077986206796204,9.108766555786133
Liguria,221.8000030517578,84.56999969482422,69.61000061035156,36.58000183105469,2883,5.0,1.0,644.5051879882812,2.0,0,0,23.16489838683796,10.49367945999673,7.195845909101525,2.75999724911829,1.343358048015862,6.811137697200588,0.3934279878857398,9.485685348510742
Friuli_Venezia_Giulia,85.58999633789062,34.88000106811523,44.11000061035156,30.22999954223633,2790,5.0,1.0,92.29242706298828,3.0,0,1,29.25658869466507,8.033267309030059,9.08835243754464,3.702575879059121,1.347429775057907,7.20586824752502,0.4817815331874976,9.627157211303713
Liguria,234.1000061035156,61.59999847412109,111.6999969482422,9.770000457763672,10106,5.0,1.0,111.8811874389648,2.0,0,0,4.134989766649454,15.63836884538406,9.578661108367978,5.590462441907361,2.142803297287314,4.564602030085673,0.7954875258660655,9.822343826293944
Liguria,198.7400054931641,45.93999862670898,60.34999847412109,12.22999954223633,2883,5.0,1.0,111.8811874389648,2.0,0,0,1.67249995756273,18.40637992484517,10.04348719934766,2.60266204278557,0.3637031201766899,8.552681626799734,0.3949495247968827,9.829752922058104
Sardegna,185.4799957275391,42.72000122070313,56.54999923706055,14.07999992370605,2883,5.0,1.0,214.2474365234375,2.0,0,0,3.449990001102401,12.29172049415486,10.08938681693387,2.618927575027423,1.043685253381082,10.33992280185534,0.1128163325417584,9.21937656402588
Veneto,115.2300033569336,38.20000076293945,45.61000061035156,12.34000015258789,2191,5.0,0.0,177.5526733398438,3.0,1,1,26.92683377353736,14.1006837467838,7.33188171411534,3.736263074360851,1.973740348890555,6.403889456084504,0.5233257941491514,9.572061538696287
Friuli_Venezia_Giulia,120.8199996948242,57.61000061035156,50.81999969482422,27.22999954223633,1484,5.0,1.0,54.49871444702148,3.0,0,1,29.5547681821975,10.87650291957139,9.572901325478648,2.186577414313005,0.5732595641628049,8.197128016834053,0.5889637634038958,9.525431632995604
Emilia_Romagna,118.1999969482422,34.02999877929688,103.8199996948242,82.2699966430664,2883,5.0,1.0,351.2337646484375,2.0,0,1,40.46128032207429,7.579711007707292,6.036306093149274,2.444508744944988,0.4673800330332284,4.533396649328606,0.059803157400703,9.69318675994873
Puglia,230.5500030517578,80.63999938964844,74.88999938964844,14.07999992370605,2883,5.0,1.0,111.8811874389648,1.0,0,0,27.01933716212656,18.07764407425642,4.627774427576316,0.7102086767407186,0.310041649584864,2.928604234836548,0.1535659120114167,9.539303779602053
Liguria,206.4499969482422,63.95000076293945,28.94000053405762,33.61999893188477,2883,5.0,1.0,869.3040161132812,2.0,0,0,3.795179882715336,12.70289559122124,8.78653907404746,3.91172350417878,1.785852921231416,5.523389502729857,0.6583786812924622,9.681090354919434
Abruzzo,245.1199951171875,46.5099983215332,93.37000274658205,53.27000045776367,2883,5.0,1.0,468.1809692382813,2.0,0,0,1.976827947463802,12.96257803317861,9.296944024895824,4.256830074886349,1.118162173846657,4.730686120120471,0.5151692784703765,9.401496887207031
Emilia_Romagna,231.5800018310547,50.86000061035156,53.93999862670898,14.07999992370605,17017,5.0,0.0,108.3885345458984,2.0,1,1,27.35476618267915,10.27169395693817,7.598506438811331,0.8626111905474309,0.7155429343275912,5.213391509951901,0.489124257154312,9.641338348388672
Friuli_Venezia_Giulia,116.3099975585938,53.70999908447266,55.95999908447266,37.43999862670898,3441,5.0,1.0,91.90705108642578,3.0,0,1,34.22567029645661,10.35848277632285,7.746054555603719,2.328171702276475,1.728144629485046,5.959078400679536,1.419129922170189,9.645184516906738
Toscana,118.1999969482422,34.02999877929688,58.16999816894531,33.15000152587891,7023,5.0,1.0,211.8551940917969,2.0,0,1,8.80608243570183,5.168493481918992,3.9220862883657,3.662789628313042,0.4801698617428414,1.489217431016097,0.5046864058118341,9.629158973693848
Veneto,123.8099975585938,43.54999923706055,53.13000106811523,102.3099975585938,2883,5.0,1.0,245.7237854003906,2.0,0,1,14.5639123817776,14.53828012954865,9.773942408557945,1.990097965696839,2.236564195502481,6.457247676780218,0.3978379400326059,9.733986854553224
Sardegna,118.1999969482422,34.02999877929688,33.38999938964844,44.43999862670898,3772,5.0,1.0,84.87849426269531,3.0,0,0,5.929405963106226,9.87142647099274,12.11507640540289,2.950405600378203,1.713647498413436,8.573936655774272,0.1674129338958355,8.927682876586914
Marche,207.2700042724609,77.80000305175781,57.08000183105469,25.80999946594238,2883,5.0,1.0,111.8811874389648,2.0,0,0,6.148704761491553,13.72528405914638,6.125064454601433,7.976517665984158,1.209062636800894,4.750658730198462,0.7763059600829246,9.673364639282228
